Year,State,0 to 11,12 to 17,Male,Female,Unknown Gender,White,Black,Amer. Indian/Alaskan Native,Asian/Nat. Hawaiian/Pac Isl,Unknown Race,Family,Acquaintance,Stranger,Unknown,Firearm,Knife,Blunt object,Personal,Other/unknown Weapon,One offender involved,Two or more offenders involved,Unknown number of offenders involved
2006,MD,0,21,37,1,0,6,31,0,0,1,2,13,19,4,24,7,0,5,2,24,14,0
2007,MD,0,4,27,1,0,5,23,0,0,0,0,6,4,18,22,2,1,1,2,8,20,0
2008,MD,0,9,20,2,0,7,15,0,0,0,5,4,7,6,7,6,3,3,3,11,11,0
2009,MD,0,9,27,0,0,8,18,0,1,0,2,9,12,4,10,8,1,7,1,12,15,0
2010,MD,0,6,12,2,0,1,13,0,0,0,0,7,4,3,11,1,2,0,0,7,7,0
2011,MD,0,4,12,0,0,2,10,0,0,0,1,5,3,3,6,5,1,0,0,7,5,0
2012,MD,0,4,15,0,0,1,14,0,0,0,4,3,2,6,9,2,3,1,0,7,8,0
2013,MD,0,2,8,2,0,3,7,0,0,0,2,5,2,1,3,3,0,2,2,4,6,0
2014,MD,0,1,17,1,0,8,10,0,0,0,2,1,13,2,10,8,0,0,0,1,17,0
2015,MD,0,3,16,0,0,7,10,0,0,0,1,7,2,7,7,7,1,1,1,10,7,0
2016,MD,0,0,12,0,0,5,6,0,1,0,1,2,3,6,6,4,0,0,2,2,10,0
2017,MD,0,5,14,2,0,10,6,0,0,0,2,6,0,7,7,3,1,1,3,5,11,0
2018,MD,0,6,19,2,0,6,15,0,0,0,3,5,6,6,9,4,2,0,5,10,10,0
2019,MD,1,3,10,2,0,4,8,0,0,0,1,5,3,3,8,3,1,0,0,6,6,0
2020,MD,0,2,15,2,0,7,10,0,0,0,1,8,2,6,11,2,0,0,3,9,8,0
1980,MA,0,18,17,1,0,11,7,0,0,0,1,4,12,1,2,11,3,0,2,9,10,0
1981,MA,0,19,18,1,0,13,4,0,1,0,0,7,10,2,3,4,8,1,2,10,9,0
1982,MA,0,15,14,1,0,9,5,0,0,1,2,7,3,2,4,7,2,1,0,11,4,0
1983,MA,0,15,13,2,0,11,4,0,0,0,3,10,1,1,5,4,0,1,4,15,0,0
1984,MA,0,12,11,1,0,8,4,0,0,0,3,2,4,2,3,8,0,0,1,9,3,0
1985,MA,0,20,17,2,0,9,11,0,0,0,3,5,5,5,10,3,1,4,1,10,10,0
1986,MA,0,12,12,0,0,5,3,0,4,0,0,10,0,1,1,1,4,0,5,8,4,0
1987,MA,0,25,22,4,0,14,10,1,0,0,4,12,1,8,5,12,5,0,4,11,14,0
1988,MA,0,21,18,3,0,6,15,0,0,0,3,14,0,4,11,8,1,0,0,11,10,0
1989,MA,0,19,19,0,0,7,12,0,0,0,0,13,6,0,12,7,0,0,0,15,4,0
1990,MA,0,21,21,0,0,3,19,0,0,0,1,8,5,7,15,5,1,0,0,16,5,0
1991,MA,1,16,17,0,0,5,10,0,0,2,0,9,1,7,13,5,0,0,0,12,6,0
1992,MA,0,30,30,0,0,13,17,0,0,0,0,10,13,7,17,11,2,0,0,13,17,0
1993,MA,0,22,21,1,0,7,16,0,0,0,0,12,9,1,17,3,0,1,1,12,10,0
1994,MA,1,13,14,0,0,8,5,0,0,0,0,5,6,2,9,2,0,0,2,7,6,0
1995,MA,0,13,13,0,0,7,6,0,0,0,0,4,5,4,11,1,1,0,0,9,4,0
1996,MA,0,14,13,1,0,5,9,0,0,0,0,4,9,1,10,4,0,0,0,3,11,0
1997,MA,0,24,23,1,0,12,4,0,8,0,0,16,4,4,11,5,8,1,0,6,18,0
1998,MA,0,10,9,1,0,5,4,0,1,0,0,5,1,4,2,3,3,2,0,5,5,0
1999,MA,1,13,14,0,0,7,4,0,2,1,1,6,1,6,11,2,1,0,0,4,10,0
2000,MA,0,10,10,0,0,2,3,0,4,0,0,1,1,7,4,5,0,0,0,3,6,0
2001,MA,1,13,13,1,0,11,2,0,1,0,2,8,1,3,6,4,1,1,2,6,8,0
2002,MA,0,5,5,0,0,2,3,0,0,0,0,2,2,1,3,1,1,0,0,3,2,0
2003,MA,0,10,9,1,0,4,3,0,3,0,2,5,0,3,7,0,0,1,2,3,7,0
2004,MA,0,11,11,0,0,7,4,0,0,0,0,5,0,6,1,2,2,2,4,5,6,0
2005,MA,0,11,10,1,0,6,4,0,1,0,0,4,0,7,4,4,2,0,1,6,5,0
2006,MA,0,8,7,1,0,6,1,0,1,0,0,2,2,4,4,2,0,0,2,5,3,0
2007,MA,0,10,10,0,0,4,4,0,2,0,0,4,3,3,7,2,0,0,1,6,4,0
2008,MA,0,14,12,2,0,3,9,0,1,1,2,3,3,6,8,0,0,0,6,2,12,0
2009,MA,0,7,7,0,0,4,3,0,0,0,0,4,1,2,6,0,1,0,0,2,5,0
2010,MA,0,15,14,1,0,6,6,0,2,1,0,3,2,10,7,4,0,2,2,4,11,0
2011,MA,0,7,7,0,0,4,3,0,0,0,0,2,1,4,5,1,0,0,1,2,5,0
2012,MA,0,4,4,0,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,1,0
2013,MA,0,5,5,0,0,2,3,0,0,0,0,2,1,2,1,4,0,0,0,1,4,0
2014,MA,1,2,3,0,0,3,0,0,0,0,1,1,0,1,3,0,0,0,0,2,1,0
2015,MA,0,6,6,0,0,1,5,0,0,0,0,0,3,3,5,1,0,0,0,2,4,0
2016,MA,0,10,10,0,0,8,2,0,0,0,0,6,1,3,6,4,0,0,0,3,7,0
2017,MA,0,8,8,0,0,4,4,0,0,0,2,2,0,4,3,5,0,0,0,6,2,0
2018,MA,0,3,3,0,0,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0
2019,MA,0,3,2,1,0,2,1,0,0,0,0,2,0,1,1,2,0,0,0,3,0,0
2020,MA,0,9,8,1,0,4,4,0,0,1,0,3,3,3,9,0,0,0,0,4,5,0
1980,MI,1,58,56,3,0,22,37,0,0,0,8,25,20,6,31,16,5,4,3,39,20,0
1981,MI,1,58,53,6,0,17,42,0,0,0,13,26,10,10,30,12,7,4,6,34,25,0
1982,MI,0,32,29,3,0,12,20,0,0,1,2,17,8,6,21,6,1,3,1,21,12,0
1983,MI,2,36,33,5,0,16,22,0,0,0,4,26,6,1,22,8,4,1,2,28,9,0
1984,MI,1,58,54,5,0,11,48,0,0,0,7,22,14,15,38,12,1,5,3,31,29,0
1985,MI,2,69,69,2,0,15,56,0,0,0,8,34,13,16,54,6,7,2,2,44,27,0
1986,MI,3,93,84,12,0,20,76,0,0,0,8,51,17,19,69,9,7,5,6,50,45,0
1987,MI,2,134,123,13,0,21,115,0,0,0,13,79,31,13,109,11,10,2,4,69,67,0
1988,MI,0,100,92,8,0,19,81,0,0,0,5,61,18,16,74,7,9,2,8,50,50,0
1989,MI,0,116,111,4,0,18,95,0,1,1,8,63,27,17,82,9,17,4,3,47,69,0
1990,MI,0,128,120,8,0,20,108,0,0,0,9,52,37,31,98,13,13,1,3,66,62,0
1991,MI,0,120,117,3,0,24,93,2,0,1,6,65,24,25,89,12,6,10,2,57,63,0
1992,MI,0,99,96,3,0,19,80,0,0,0,9,53,29,8,81,8,3,1,6,42,57,0
1993,MI,1,101,94,8,0,16,85,0,0,1,4,60,29,9,86,6,5,2,3,60,43,0
1994,MI,1,96,88,8,0,22,74,0,1,0,6,49,25,17,76,9,2,2,7,49,48,0
1995,MI,2,81,78,5,0,18,62,1,0,1,7,32,25,19,66,8,0,5,3,48,35,0
1996,MI,1,56,56,1,0,11,45,0,0,1,5,30,13,8,45,6,2,1,3,32,25,0
1997,MI,0,71,66,5,0,22,49,0,0,0,9,38,14,10,52,7,2,2,7,27,44,0
1998,MI,1,48,47,2,0,16,30,1,2,0,5,28,5,11,37,4,2,2,4,27,22,0
1999,MI,0,35,32,3,0,14,18,0,0,3,6,22,0,7,20,1,2,2,10,11,24,0
2000,MI,0,29,29,0,0,5,24,0,0,0,3,15,6,5,24,3,2,0,0,15,14,0
2001,MI,0,31,27,4,0,7,22,1,0,1,3,21,3,4,16,4,2,4,4,12,18,0
2002,MI,4,30,29,4,1,7,25,0,1,1,5,16,3,10,19,3,2,4,6,13,21,0
2003,MI,0,22,16,6,0,6,15,0,0,1,3,9,5,5,12,4,3,3,0,6,16,0
2004,MI,0,24,19,5,0,9,15,0,0,0,3,9,3,9,18,3,0,1,2,15,9,0
2005,MI,0,36,32,4,0,9,28,0,0,0,3,8,8,18,28,4,0,1,4,12,24,0
2006,MI,1,56,54,3,0,9,47,0,0,1,4,17,5,31,36,3,10,1,7,14,43,0
2007,MI,0,41,36,4,1,11,29,0,0,1,1,11,2,27,24,5,0,1,11,12,29,0
2008,MI,0,28,25,4,0,4,25,0,0,0,4,7,5,13,20,1,3,2,3,10,19,0
2009,MI,0,38,36,2,0,4,33,0,0,1,4,3,8,23,30,2,0,0,6,7,31,0
2010,MI,0,31,27,4,0,11,20,0,0,1,7,9,3,13,17,7,1,3,4,17,15,0
2011,MI,0,25,21,4,0,7,18,0,0,0,1,7,6,11,13,6,0,3,3,7,18,0
2012,MI,0,31,28,3,0,7,21,0,0,3,5,10,5,11,28,2,1,0,0,17,14,0
2013,MI,0,18,18,0,0,2,16,0,0,0,2,7,4,5,17,0,0,1,0,8,10,0
2014,MI,0,46,33,6,7,5,31,0,0,11,4,10,4,29,33,5,2,4,3,18,29,0
2015,MI,2,27,29,0,0,5,24,0,0,1,5,2,2,21,23,4,0,0,3,6,24,0
2016,MI,0,29,26,3,0,8,20,0,0,1,3,11,4,12,24,2,1,0,2,9,20,0
2017,MI,0,33,31,2,0,13,20,0,0,0,4,4,5,20,23,2,6,0,2,6,27,0
2018,MI,0,32,24,8,0,4,28,0,0,0,0,7,3,22,26,2,0,2,2,6,26,0
2019,MI,2,28,27,3,0,7,18,0,0,5,3,4,5,18,28,1,0,1,0,6,24,0
2020,MI,0,44,36,8,0,9,33,1,0,1,1,9,2,32,40,0,0,1,3,12,32,0
1980,MN,2,8,8,2,0,5,5,0,0,0,2,3,5,0,4,1,3,1,1,7,3,0
1981,MN,0,2,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0
1982,MN,0,5,3,2,0,3,0,2,0,0,0,4,1,0,3,1,0,0,1,3,2,0
1983,MN,0,2,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0
1984,MN,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1985,MN,0,4,4,0,0,1,3,0,0,0,0,2,2,0,2,1,0,1,0,3,1,0
1986,MN,0,10,10,0,0,4,4,1,0,0,2,3,4,0,6,2,1,0,0,5,4,0
1987,MN,0,9,8,1,0,5,1,1,0,1,4,4,0,0,4,4,0,0,0,9,0,0
1988,MN,0,23,23,0,0,12,5,3,2,0,3,17,3,0,3,12,0,6,1,8,14,0
1989,MN,0,6,6,0,0,5,1,0,0,0,0,4,2,0,3,2,0,1,0,4,2,0
1990,MN,0,6,4,2,0,2,4,0,0,0,2,2,2,0,4,0,0,0,2,4,2,0
1991,MN,0,20,20,0,0,6,10,5,0,0,5,10,6,0,10,8,0,0,2,11,9,0
1992,MN,0,25,25,0,0,5,10,1,9,0,0,12,11,1,20,2,0,2,0,8,17,0
1993,MN,0,22,17,5,0,8,11,1,1,0,5,13,5,0,13,5,3,1,0,15,7,0
1994,MN,0,29,29,0,0,10,17,1,1,0,3,9,17,0,21,3,0,4,0,11,18,0
1995,MN,0,28,25,3,0,6,15,1,4,2,2,13,12,1,24,3,0,1,0,14,14,0
1996,MN,0,12,11,1,0,4,5,2,0,0,2,10,0,0,7,1,0,2,1,7,4,0
1997,MN,0,24,21,3,0,14,2,3,0,5,1,16,7,0,19,2,0,2,1,8,16,0
1998,MN,0,14,14,0,0,2,9,3,0,0,1,2,5,6,10,1,1,2,0,3,11,0
1999,MN,0,8,5,3,0,4,3,1,0,0,3,4,0,1,3,1,1,0,3,4,4,0
2000,MN,0,11,11,0,0,3,4,0,4,0,1,5,1,3,8,1,1,0,0,5,5,0
2001,MN,0,9,9,0,0,2,1,2,4,0,1,7,1,0,7,1,1,0,0,4,5,0
2002,MN,0,13,13,0,0,5,2,4,0,2,2,6,5,0,3,1,5,4,0,4,9,0
2003,MN,0,10,8,1,0,2,5,1,0,1,2,6,1,0,7,0,0,1,1,4,5,0
2004,MN,0,12,12,0,0,1,7,4,0,0,2,4,6,0,8,2,0,1,1,8,4,0
2005,MN,0,17,17,0,0,4,11,2,0,0,2,8,6,1,13,1,0,3,0,5,12,0
2006,MN,0,11,11,0,0,1,7,1,0,1,1,3,6,0,10,0,0,1,0,4,6,0
2007,MN,0,7,5,1,0,3,2,1,0,0,2,2,2,0,5,1,0,0,0,5,1,0
2008,MN,0,13,11,2,0,2,10,0,0,1,1,12,0,0,4,8,1,0,0,5,8,0
2009,MN,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2010,MN,0,9,9,0,0,2,7,0,0,0,0,6,0,3,4,2,3,0,0,2,7,0
2011,MN,0,7,6,1,0,2,5,0,0,0,1,3,1,2,7,0,0,0,0,2,5,0
2012,MN,0,8,8,0,0,0,7,1,0,0,0,3,4,0,3,0,0,3,1,2,6,0
2013,MN,0,6,6,0,0,4,2,0,0,0,1,5,0,0,2,4,0,0,0,4,2,0
2014,MN,0,2,2,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,2,0,0
2015,MN,0,7,7,0,0,1,4,1,0,1,0,3,3,1,4,1,0,1,1,3,4,0
2016,MN,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0
2017,MN,0,7,6,1,0,1,6,0,0,0,1,4,0,2,4,1,0,0,2,3,4,0
2018,MN,0,10,9,1,0,0,5,3,1,1,1,6,0,3,7,1,0,0,2,2,8,0
2019,MN,0,13,12,1,0,2,8,2,0,1,1,2,0,10,8,3,0,1,1,2,11,0
2020,MN,0,10,10,0,0,1,7,0,1,1,3,0,0,7,8,1,0,1,0,4,6,0
1980,MS,0,19,14,5,0,7,12,0,0,0,5,9,5,0,12,2,4,0,2,16,4,0
1981,MS,0,10,7,3,0,1,8,0,0,0,3,4,3,0,4,3,0,1,1,10,0,0
1982,MS,0,14,14,0,0,2,13,0,0,0,2,5,8,0,11,0,3,0,0,11,3,0
1983,MS,0,11,5,6,0,5,6,0,0,0,5,5,2,0,3,5,2,2,0,8,3,0
1984,MS,0,8,6,2,0,0,6,0,2,0,0,5,3,0,3,5,0,0,0,6,2,0
1985,MS,0,13,11,2,0,5,8,0,0,0,0,11,2,0,10,3,0,0,0,11,2,0
1986,MS,0,18,18,0,0,9,9,0,0,0,9,9,0,0,11,5,0,0,2,13,5,0
1987,MS,0,13,9,3,0,2,11,0,0,0,5,5,3,0,8,2,0,2,2,8,5,0
1988,MS,0,11,8,3,0,3,8,0,0,0,3,8,0,0,9,2,0,0,0,8,3,0
1989,MS,0,9,9,0,0,3,6,0,0,0,2,3,5,0,6,0,2,0,2,8,2,0
1990,MS,0,16,16,0,0,4,13,0,0,0,2,5,7,2,9,4,4,0,0,9,7,0
1991,MS,0,51,47,5,0,8,43,0,0,0,2,30,18,2,37,6,3,5,0,24,27,0
1992,MS,0,46,41,5,0,8,33,0,5,0,6,20,11,8,36,6,2,2,0,28,17,0
1993,MS,0,51,46,5,0,5,44,0,0,2,6,24,19,2,38,6,0,5,2,27,24,0
1994,MS,0,68,50,18,0,4,64,0,0,0,4,29,32,4,55,0,5,5,2,39,29,0
1995,MS,0,44,44,0,0,5,38,0,0,0,5,31,5,2,37,0,5,0,2,30,14,0
1996,MS,0,29,25,5,0,3,26,0,0,0,2,15,13,0,23,2,5,0,0,10,20,0
1997,MS,0,25,23,2,0,2,23,0,0,0,4,17,4,0,21,2,2,0,0,19,6,0
1998,MS,0,26,26,0,0,3,23,0,0,0,0,17,7,2,16,7,0,2,2,9,17,0
1999,MS,0,24,16,9,0,0,24,0,0,0,4,14,1,4,20,4,0,0,0,7,17,0
2000,MS,0,15,11,5,0,0,15,0,0,0,0,12,2,2,14,2,0,0,0,9,6,0
2001,MS,0,14,12,2,0,2,12,0,0,0,0,9,5,0,12,2,0,0,0,5,9,0
2002,MS,0,16,14,1,0,1,14,0,0,0,3,7,6,0,9,4,0,0,3,6,10,0
2003,MS,1,17,19,0,0,3,16,0,0,0,1,6,11,0,16,0,0,3,0,6,13,0
2004,MS,0,10,10,0,0,1,9,0,0,0,1,4,5,0,8,1,0,0,1,4,6,0
2005,MS,0,7,7,0,0,0,7,0,0,0,1,3,1,1,5,0,0,1,0,3,4,0
2006,MS,0,15,13,3,0,1,14,0,0,0,1,12,0,3,10,4,1,0,0,5,10,0
2007,MS,0,14,14,0,0,1,12,0,0,0,1,7,4,1,10,1,1,0,1,10,4,0
2008,MS,0,14,12,3,0,4,10,0,0,0,3,9,3,0,12,1,0,1,0,8,6,0
2009,MS,0,10,9,1,0,1,9,0,0,0,0,9,0,1,9,1,0,0,0,2,7,0
2010,MS,0,11,11,0,0,1,10,0,0,0,3,8,1,0,11,0,0,0,0,5,6,0
2011,MS,0,6,5,1,0,1,5,0,0,0,1,3,3,0,5,0,1,0,0,4,3,0
2012,MS,0,11,10,1,0,3,9,0,0,0,1,6,3,1,8,0,3,0,1,8,4,0
2013,MS,0,24,23,1,0,0,24,0,0,0,1,12,7,4,23,1,0,0,0,8,16,0
2014,MS,0,9,9,0,0,3,5,0,0,2,0,9,0,0,5,0,0,3,2,5,5,0
2015,MS,0,11,11,0,0,0,11,0,0,0,0,3,3,5,11,0,0,0,0,6,5,0
2016,MS,0,11,11,0,0,0,11,0,0,0,0,3,0,8,11,0,0,0,0,2,9,0
2017,MS,0,15,15,0,0,0,15,0,0,0,5,5,0,5,10,0,0,2,3,7,8,0
2018,MS,0,7,6,1,0,0,7,0,0,0,0,1,0,6,7,0,0,0,0,2,4,0
2019,MS,0,10,9,2,0,0,10,0,0,0,2,3,0,5,9,0,0,0,2,2,9,0
2020,MS,0,34,27,7,0,1,33,0,0,0,0,22,4,7,31,0,0,1,1,13,21,0
1980,MO,0,28,26,2,0,12,16,0,0,0,9,9,7,3,15,13,0,0,0,19,9,0
1981,MO,1,18,13,5,0,5,13,0,0,0,5,10,3,0,11,3,3,1,0,16,3,0
1982,MO,1,24,24,1,0,9,16,0,0,0,1,12,6,6,18,3,1,0,3,13,13,0
1983,MO,0,24,21,3,0,11,14,0,0,0,2,7,4,11,16,3,0,3,2,15,10,0
1984,MO,0,18,16,2,0,15,3,0,0,0,3,11,2,2,10,1,2,1,4,12,6,0
1985,MO,1,15,11,5,0,8,9,0,0,0,4,7,3,2,5,3,0,4,3,8,9,0
1986,MO,1,14,14,1,0,8,8,0,0,0,0,8,4,3,8,5,1,1,0,13,2,0
1987,MO,0,16,16,0,0,8,8,0,0,0,1,11,2,1,9,2,3,1,0,10,6,0
1988,MO,1,20,20,1,0,7,13,1,0,0,7,11,1,2,12,5,1,0,2,16,4,0
1989,MO,0,32,30,1,1,3,28,0,0,1,2,19,5,6,25,3,0,1,3,21,11,0
1990,MO,0,35,31,4,0,16,19,0,0,0,4,22,1,7,27,2,1,3,1,16,19,0
1991,MO,1,49,48,2,0,10,40,0,0,0,2,30,11,6,30,11,2,1,5,29,21,0
1992,MO,0,43,40,2,0,8,34,0,1,0,4,26,3,9,34,2,0,1,5,27,15,0
1993,MO,0,98,94,4,0,11,88,0,0,0,8,42,43,5,84,3,0,3,8,44,54,0
1994,MO,0,72,70,2,0,11,60,0,0,0,2,37,22,10,62,4,3,1,1,29,43,0
1995,MO,0,57,54,3,0,11,46,0,0,0,10,25,16,6,47,3,2,3,1,29,28,0
1996,MO,1,38,38,1,0,7,33,0,0,0,1,20,8,10,29,5,2,0,3,26,14,0
1997,MO,0,31,29,2,0,9,22,0,0,0,2,18,4,7,26,1,0,2,2,20,11,0
1998,MO,1,27,26,2,0,10,18,0,0,0,5,8,9,6,18,3,3,0,3,16,12,0
1999,MO,0,18,14,3,0,8,10,0,0,0,5,4,7,1,10,1,1,3,2,13,4,0
2000,MO,1,24,21,4,0,4,21,0,0,0,3,8,6,7,18,2,0,1,4,13,13,0
2001,MO,0,11,11,0,0,2,9,0,0,0,1,2,0,8,9,0,0,0,2,8,3,0
2002,MO,0,16,16,0,0,6,10,0,0,0,2,5,0,9,12,2,0,0,2,11,5,0
2003,MO,0,8,6,2,0,3,5,0,0,0,0,3,3,2,5,1,2,0,0,5,3,0
2004,MO,0,31,26,5,0,6,25,0,0,0,5,11,6,9,21,1,3,0,6,18,13,0
2005,MO,0,32,29,3,0,6,26,0,0,0,4,14,7,7,27,0,1,1,3,19,13,0
2006,MO,0,21,19,2,0,10,11,0,0,0,4,9,3,4,13,8,0,0,0,11,10,0
2007,MO,0,21,21,0,0,4,17,0,0,0,2,8,5,5,14,2,1,2,2,6,15,0
2008,MO,0,24,23,1,0,7,17,0,0,0,2,12,5,5,23,0,0,0,1,13,11,0
2009,MO,0,36,32,4,0,12,25,0,0,0,2,18,8,9,26,2,1,2,6,20,17,0
2010,MO,2,20,21,1,0,7,15,0,0,0,3,5,1,13,20,1,0,0,1,10,12,0
2011,MO,0,25,25,0,0,2,23,0,0,0,3,5,2,15,25,0,0,0,0,6,19,0
2012,MO,0,22,22,0,0,4,18,0,0,0,5,5,7,5,18,1,2,0,1,10,12,0
2013,MO,0,17,16,1,0,6,11,0,0,0,1,3,3,10,12,5,0,0,0,6,11,0
2014,MO,0,23,21,2,0,8,15,0,0,0,2,4,7,10,17,2,3,0,1,4,19,0
2015,MO,1,24,22,3,0,11,14,0,0,0,5,6,4,10,16,3,1,1,4,11,14,0
2016,MO,0,28,27,1,0,7,21,0,0,0,0,10,7,11,24,3,0,0,1,12,16,0
2017,MO,0,30,27,3,0,6,24,0,0,0,3,5,2,20,28,1,1,0,0,10,20,0
2018,MO,0,40,36,4,0,8,33,0,0,0,5,9,5,21,37,3,0,0,0,19,22,0
2019,MO,0,27,27,0,0,7,20,0,0,0,2,10,3,12,26,1,0,0,0,13,14,0
2020,MO,0,36,34,1,0,10,24,0,0,1,1,10,3,22,29,0,0,1,5,13,23,0
1980,MT,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1981,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,MT,0,3,3,0,0,3,0,0,0,0,1,1,0,0,3,0,0,0,0,0,3,0
1984,MT,0,3,3,0,0,2,0,1,0,0,1,2,0,0,2,1,0,0,0,1,2,0
1985,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,MT,0,2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
1989,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,MT,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1995,MT,0,3,2,2,0,3,0,0,0,0,0,3,0,0,2,0,0,0,2,3,0,0
2000,MT,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0
2003,MT,0,7,7,0,0,7,0,0,0,0,1,6,0,0,7,0,0,0,0,1,6,0
2004,MT,0,3,1,1,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0
2005,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,MT,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2009,MT,1,3,3,1,0,4,0,0,0,0,1,1,1,1,3,0,0,0,1,3,1,0
2010,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,MT,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2013,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MT,0,2,2,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,2,0,0
2016,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MT,0,3,3,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,3,1,2,0
2019,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MT,0,3,3,0,0,2,0,0,1,0,2,1,0,0,1,0,1,0,1,1,2,0
1980,NE,0,6,6,0,0,2,4,0,0,0,1,2,2,0,1,2,1,0,1,6,0,0
1981,NE,0,3,3,0,0,1,2,0,0,0,0,0,3,0,2,0,1,0,0,2,1,0
1982,NE,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1983,NE,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0
1984,NE,0,3,2,1,0,1,1,1,0,0,1,2,0,0,2,1,0,0,0,3,0,0
1985,NE,0,4,4,0,0,4,0,0,0,0,0,2,2,0,1,0,2,1,0,1,3,0
1986,NE,0,5,5,0,0,1,4,0,0,0,0,1,4,0,1,0,1,0,3,2,3,0
1988,NE,0,11,9,1,0,5,5,0,0,0,0,5,5,0,4,3,2,1,0,5,5,0
1989,NE,0,7,7,0,0,3,4,0,0,0,2,0,5,0,5,0,0,0,2,5,2,0
1990,NE,0,5,5,0,0,4,1,0,0,0,0,4,1,0,2,3,0,0,0,1,4,0
1991,NE,0,5,5,0,0,0,5,0,0,0,0,4,1,0,3,0,0,2,0,2,3,0
1992,NE,0,3,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0
2004,NE,0,6,6,0,0,6,0,0,0,0,1,4,0,0,6,0,0,0,0,3,3,0
2009,NE,0,6,5,1,0,5,1,0,0,0,1,4,1,0,1,2,3,0,0,0,6,0
2010,NE,0,4,4,0,0,1,3,0,0,0,2,0,2,0,1,2,0,0,1,2,2,0
2011,NE,0,8,7,1,0,6,2,0,0,0,0,4,3,1,5,0,0,3,0,3,5,0
2012,NE,0,2,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0
2013,NE,0,2,2,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
2014,NE,0,6,6,0,0,1,5,0,0,0,0,4,2,0,3,0,0,3,0,2,4,0
2015,NE,0,6,5,1,0,2,4,0,0,0,0,2,3,1,5,0,0,0,1,3,3,0
2016,NE,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2017,NE,0,2,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
2018,NE,0,5,4,1,0,2,3,0,0,0,1,3,1,0,5,0,0,0,0,2,3,0
2019,NE,0,4,3,1,0,3,1,0,0,0,0,4,0,0,4,0,0,0,0,1,3,0
2020,NE,1,6,7,0,0,4,1,1,0,0,2,3,1,0,6,0,0,0,1,6,1,0
1980,NV,0,10,10,0,0,9,1,0,0,0,0,2,8,0,1,7,2,0,0,2,8,0
1981,NV,0,5,4,1,0,1,4,0,0,0,1,1,3,0,2,1,1,1,0,5,0,0
